Player,Kicks,Marks,Handballs,Goals,Behinds,Hitouts,Tackles,Rebound50s,Inside50s,Clearances,Clangers,FreeKicksFor,FreeKicksAgainst,BrownlowVotes,Contested,ContestedMarks  ,MarksInside50,1%  ,Bounces,GoalAssists,TOG,PositionDef,PositionInsideMid,PositionRuck,PositionFor,Win
"Thilthorpe, Riley",7,4,6,1,2,10,2,0,0,2,3,0,0,0,5,0,3,2,0,1,82,0,0,0,1,0
"Walker, Taylor",10,3,3,2,2,2,3,0,5,0,2,0,1,0,5,1,2,1,0,2,80,0,0,0,1,0
"Worrell, Josh",9,5,6,0,0,0,2,4,0,0,3,0,2,0,6,2,0,7,0,0,85,1,0,0,0,0
"Atkins, Tom",9,0,14,0,1,0,5,0,4,9,4,2,2,0,15,0,0,0,0,1,72,0,1,0,0,1
"Blicavs, Mark",2,1,6,0,0,1,3,2,1,1,2,1,1,0,4,0,0,5,0,0,90,0,0,0,0,1
"Bowes, Jack",13,4,5,1,0,0,4,4,1,3,4,0,3,0,6,0,0,2,0,1,79,1,0,0,0,1
"Cameron, Jeremy",11,6,4,4,1,0,0,0,3,0,0,0,0,1,3,1,5,0,0,2,97,0,0,0,1,1
"Clohesy, Ted",3,0,2,0,1,0,1,0,0,1,1,1,0,0,3,0,0,1,0,0,14,0,0,0,0,1
"Close, Brad",9,2,5,2,0,0,2,0,3,1,1,0,0,0,7,1,1,1,0,2,82,0,0,0,1,1
"Dangerfield, Patrick",9,3,7,4,1,0,4,0,3,3,4,3,2,2,8,0,1,0,0,0,81,0,0,0,1,1
"De Koning, Sam",8,6,6,0,0,0,0,4,2,1,1,2,0,0,3,0,0,4,0,0,87,1,0,0,0,1
"Dempsey, Oliver",10,5,11,2,0,0,2,0,4,0,3,0,1,0,7,2,2,2,0,1,92,0,0,0,0,1
"Guthrie, Zach",13,3,5,1,0,0,2,1,3,0,2,1,0,0,3,1,0,2,0,0,83,1,0,0,0,1
"Henry, Oliver",6,3,3,1,0,0,2,0,0,0,4,1,1,0,8,2,1,3,1,1,81,0,0,0,1,1
"Holmes, Max",22,6,10,1,0,0,7,10,7,5,5,1,2,0,9,0,0,2,3,2,83,0,1,0,0,1
"Humphries, Lawson",13,3,6,0,0,0,1,4,1,0,1,3,0,0,5,0,0,4,0,0,88,1,0,0,0,1
"Knevitt, Mitch",8,3,5,0,0,0,1,0,3,2,1,1,0,0,5,1,0,1,0,0,66,0,0,0,0,1
"Mannagh, Shaun",9,3,4,0,2,0,4,1,3,3,5,1,2,0,4,0,0,0,0,1,82,0,0,0,0,1
"Miers, Gryan",11,3,10,0,0,0,0,2,6,0,3,1,1,0,5,0,0,2,0,0,87,0,0,0,0,1
"Mullin, Oisin",5,4,3,0,0,0,0,0,0,0,3,1,0,0,3,0,0,1,0,0,73,1,0,0,0,1
"Neale, Shannon",3,2,2,1,1,4,3,0,1,1,0,1,0,0,3,0,1,2,0,0,72,0,0,0,1,1
"OConnor, Mark",7,6,8,0,0,0,4,2,1,1,1,2,1,0,3,0,0,2,0,0,76,0,0,0,0,1
"OSullivan, Connor",8,4,7,0,0,0,1,2,0,0,3,0,1,0,3,0,0,2,0,0,84,1,0,0,0,1
"Smith, Bailey",24,1,11,1,0,0,1,1,6,6,7,1,2,3,17,0,0,1,1,0,80,0,1,0,0,1
"Stanley, Rhys",8,3,4,0,0,24,1,2,3,3,5,2,2,0,9,0,0,3,0,1,79,0,0,1,0,1
"Stengle, Tyson",4,2,3,0,1,0,3,0,3,0,2,0,1,0,2,0,2,3,0,1,73,0,0,0,1,1
"Allan, Edward",0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1
"Cameron, Darcy",11,5,9,0,1,24,3,2,3,5,3,5,1,0,13,1,1,1,1,1,77,0,0,1,0,1
"Crisp, Jack",11,6,8,1,1,0,3,2,1,1,5,0,1,0,5,0,1,1,0,0,84,0,0,0,0,1
"Daicos, Josh",6,3,9,0,0,0,5,3,1,0,2,0,0,0,4,0,0,1,0,1,82,1,0,0,0,1
"Daicos, Nick",16,3,18,0,2,0,9,3,5,9,1,5,0,3,15,0,0,0,0,1,81,0,1,0,0,1
"Elliott, Jamie",10,5,1,3,2,0,1,0,2,0,1,0,0,0,2,0,3,1,0,0,70,0,0,0,1,1
"Frampton, Billy",6,3,4,0,0,0,1,1,0,0,0,0,0,0,5,1,0,10,0,0,92,1,0,0,0,1
"Hill, Bobby",7,1,5,3,1,0,1,0,4,1,1,0,0,0,7,0,0,1,1,2,73,0,0,0,1,1
"Hoskin-Elliott, Will",8,4,5,1,0,0,3,0,4,0,2,1,0,0,2,0,1,0,0,2,79,0,0,0,1,1
"Howe, Jeremy",7,2,4,0,0,0,0,5,0,0,1,0,0,0,2,0,0,1,0,0,85,1,0,0,0,1
"Lipinski, Patrick",15,4,9,0,0,0,1,2,5,1,3,1,0,0,5,0,0,0,0,1,86,0,0,0,0,1
"Long, Ned",13,4,16,0,0,0,6,2,7,9,4,0,1,0,17,1,0,1,0,1,80,0,1,0,0,1
"Maynard, Brayden",10,4,1,0,0,0,2,4,0,0,5,0,2,0,6,1,0,6,0,0,82,1,0,0,0,1
"McCreery, Beau",9,3,0,2,0,0,4,0,7,0,0,0,0,0,1,1,0,1,1,0,77,0,0,0,1,1
"McStay, Daniel",5,4,4,1,0,2,3,1,2,1,3,0,1,0,8,2,1,3,0,2,84,0,0,0,1,1
"Membrey, Tim",6,5,7,1,2,0,0,0,1,0,1,0,0,0,9,2,3,1,0,0,83,0,0,0,1,1
"Mihocek, Brody",6,4,2,3,1,0,2,0,1,0,1,1,1,0,4,2,2,1,0,0,84,0,0,0,1,1
"Moore, Darcy",3,1,11,0,0,0,5,1,1,1,2,1,0,2,10,0,0,8,0,0,96,1,0,0,0,1
"Pendlebury, Scott",12,3,14,0,0,0,8,2,3,6,4,1,1,0,9,0,0,1,0,0,72,0,1,0,0,1
"Perryman, Harry",11,6,6,0,1,0,3,4,2,0,1,1,0,0,2,0,0,2,0,0,83,1,0,0,0,1
"Quaynor, Isaac",11,8,3,0,0,0,1,5,1,0,2,0,1,0,3,0,0,2,2,0,79,1,0,0,0,1
"Sidebottom, Steele",17,5,11,0,0,0,6,5,3,3,6,0,2,0,13,0,0,2,0,0,76,0,0,0,0,1
"Sullivan, Lachlan",6,2,9,1,0,0,3,0,2,1,2,1,0,0,2,0,1,0,0,0,82,0,0,0,1,1
"Amartey, Joel",0,0,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,32,0,0,0,1,0
"Bice, Riley",17,7,4,0,0,0,4,5,3,1,3,1,1,0,3,0,0,4,2,0,83,1,0,0,0,0
"Blakey, Nick",13,5,5,0,0,0,1,4,1,0,2,0,0,0,3,0,0,6,0,0,86,1,0,0,0,0
"Campbell, Braeden",8,4,7,1,1,0,2,0,4,1,5,2,1,0,6,0,2,2,2,1,81,0,0,0,1,0
"Cleary, Caiden",7,4,11,0,0,0,7,2,0,0,1,0,0,0,4,0,0,1,0,0,77,0,0,0,0,0
"Florent, Oliver",14,7,9,0,0,0,1,1,5,0,3,1,0,0,4,0,0,4,0,1,89,0,0,0,0,0
"Grundy, Brodie",3,2,20,0,0,37,5,5,2,2,4,0,2,0,13,1,0,6,1,0,78,0,0,1,0,0
"Hamling, Joel",3,2,6,0,0,0,0,2,0,0,0,1,0,0,6,0,0,3,0,0,91,1,0,0,0,0
"Hanily, Tom",4,2,7,2,0,0,2,0,2,0,1,0,1,0,6,0,1,0,0,1,74,0,0,0,1,0
"Hayward, Will",7,2,6,1,2,0,2,0,1,1,0,0,0,0,4,0,1,1,0,0,82,0,0,0,1,0
"Heeney, Isaac",14,4,14,2,0,0,2,0,9,8,4,0,0,1,13,0,0,0,5,3,84,0,1,0,0,0
"Jordon, James",6,1,10,0,0,0,4,0,2,4,5,0,3,0,9,0,0,1,0,0,80,0,1,0,0,0
"Ladhams, Peter",4,1,11,0,1,11,0,0,1,2,2,0,1,0,6,0,0,1,0,0,63,0,0,1,0,0
"Lloyd, Jake",13,7,5,0,1,0,1,2,0,0,2,0,0,0,2,0,1,2,0,0,87,0,0,0,0,0
"McCartin, Tom",8,6,3,0,0,0,0,2,2,0,3,0,0,0,4,0,0,5,2,0,92,1,0,0,0,0
"McLean, Hayden",7,6,3,3,0,2,1,0,0,0,3,0,0,0,1,0,2,2,0,0,76,0,0,0,1,0
"Rampe, Dane",10,4,6,0,0,0,1,5,1,1,3,0,1,0,4,0,0,4,0,0,74,1,0,0,0,0
"Roberts, Matt",17,5,7,0,0,0,2,2,5,3,5,1,1,0,9,0,0,3,0,0,83,0,0,0,0,0
"Rowbottom, James",11,1,11,0,0,0,10,1,3,7,4,2,2,0,14,0,0,0,0,1,79,0,1,0,0,0
"Sheldrick, Angus",6,1,7,1,0,0,6,1,2,1,1,0,0,0,6,0,1,1,0,0,38,0,0,0,0,0
"Warner, Chad",15,4,9,0,1,0,3,1,8,5,4,1,1,0,7,0,1,1,3,1,91,0,1,0,0,0
"Warner, Corey",10,2,3,2,0,0,2,2,3,1,3,2,1,0,7,0,0,1,0,0,89,0,0,0,0,0
"Wicks, Sam",9,3,4,0,0,0,4,3,2,0,3,0,1,0,2,0,0,2,0,0,87,1,0,0,0,0
"Comben, Charlie",7,6,3,0,0,0,1,4,0,0,5,1,4,0,4,2,0,7,0,0,97,1,0,0,0,0
"Corr, Aidan",10,2,4,0,0,0,1,5,0,0,2,1,2,0,5,0,0,4,0,0,93,1,0,0,0,0
"Curtis, Paul",8,3,6,2,2,0,4,0,2,3,4,3,4,0,9,0,2,0,1,0,82,0,0,0,1,0
"Daniel, Caleb",16,3,16,0,0,0,2,5,2,6,1,1,0,0,10,0,0,1,0,0,85,1,0,0,0,0
"Darling, Jack",9,5,7,2,1,2,4,0,2,3,5,3,3,0,10,1,2,0,0,0,87,0,0,0,1,0
"Davies-Uniacke, Luke",17,7,9,0,3,0,4,1,8,8,3,0,1,0,9,0,1,0,0,1,85,0,1,0,0,0
"Duursma, Zane",6,4,3,2,1,0,0,0,2,1,2,0,0,0,2,0,2,1,0,0,57,0,0,0,1,0
"Fisher, Zac",12,0,15,0,0,0,0,7,2,0,1,0,0,0,7,0,0,0,0,1,85,1,0,0,0,0
"Hardeman, Riley",2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,25,0,0,0,0,0
"Konstanty, Jacob",3,0,5,1,0,0,1,0,1,0,2,0,0,0,3,0,0,0,0,2,55,0,0,0,1,0
"Larkey, Nick",8,3,4,2,2,0,1,0,2,0,2,1,0,0,3,0,3,1,0,0,96,0,0,0,1,0
"Logue, Griffin",5,4,6,0,0,3,3,4,0,2,5,0,5,0,3,1,0,5,0,0,84,1,0,0,0,0
"McDonald, Luke",6,2,6,0,0,0,3,1,2,0,1,0,1,0,1,0,0,2,0,0,79,1,0,0,0,0
"McKercher, Colby",4,3,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,3,0,60,1,0,0,0,0
"OSullivan, Finn",8,1,7,0,0,0,3,6,4,0,1,1,0,0,4,0,0,3,0,0,85,1,0,0,0,0
"Parker, Luke",9,2,15,0,0,0,3,2,2,7,5,0,2,0,10,0,0,0,0,2,74,0,1,0,0,0
"Powell, Tom",9,2,11,0,1,0,7,3,1,2,3,0,1,0,5,0,0,0,0,0,68,0,0,0,0,0
"Sheezel, Harry",12,4,15,1,0,0,4,1,3,3,2,0,0,0,8,0,0,1,0,0,85,0,1,0,0,0
"Simpkin, Jy",13,6,11,2,0,0,4,0,4,3,3,3,0,2,9,1,1,1,0,0,88,0,1,0,0,0
"Stephens, Dylan",13,7,8,0,0,0,3,1,2,0,2,0,1,0,2,0,0,2,1,1,85,0,0,0,0,0
"Tucker, Darcy",11,4,10,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,85,0,0,0,0,0
"Xerri, Tristan",3,1,6,0,0,33,6,3,1,4,3,1,3,0,7,0,0,4,0,0,76,0,0,1,0,0
"Zurhaar, Cameron",5,2,4,1,0,0,4,0,3,0,2,2,2,0,7,0,0,0,2,1,82,0,0,0,1,0
"Ainsworth, Ben",12,3,10,1,0,0,4,3,3,2,2,1,1,0,6,0,0,1,0,1,83,0,0,0,0,1
"Anderson, Noah",16,3,11,0,1,0,4,2,7,6,5,1,1,0,8,0,1,1,1,2,82,0,1,0,0,1
"Andrew, Mac",4,2,5,0,0,0,1,3,0,0,1,3,1,0,6,1,0,8,0,0,90,1,0,0,0,1
"Clohesy, Sam",11,4,5,0,1,0,1,3,2,0,3,1,0,0,5,1,1,0,1,0,76,0,0,0,0,1
"Collins, Sam",6,4,3,0,0,0,1,3,0,0,2,0,1,0,3,1,0,10,0,0,95,1,0,0,0,1
"Flanders, Sam",9,3,12,2,0,0,2,1,0,3,2,1,1,0,5,0,0,0,0,2,77,0,0,0,1,1
"Graham, Will",5,2,6,1,0,0,3,0,1,1,4,0,1,0,7,0,1,0,0,1,83,0,0,0,1,1
"Holman, Nick",3,0,2,1,0,0,0,0,2,1,0,1,0,0,4,0,0,1,0,3,25,0,0,0,1,1
"Humphrey, Bailey",5,3,9,0,0,0,7,0,2,4,2,1,1,0,9,1,0,1,0,1,77,0,0,0,0,1
"Jeffrey, Joel",14,13,6,1,1,0,2,4,8,0,0,0,0,0,3,2,0,1,0,1,80,1,0,0,0,1
"King, Ben",5,2,1,5,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,83,0,0,0,1,1
"Long, Ben",11,3,4,3,2,0,3,0,4,1,3,1,1,0,9,0,3,3,0,3,78,0,0,0,1,1
"Miller, Touk",10,3,17,1,1,0,4,1,6,5,1,1,0,0,11,0,1,0,0,0,83,0,1,0,0,1
"Noble, John",23,6,5,1,0,0,1,5,4,0,7,0,3,1,5,0,0,2,5,0,84,1,0,0,0,1
"Powell, Wil",8,4,7,0,1,0,2,3,2,0,1,1,1,0,3,1,0,1,0,0,88,0,0,0,0,1
"Read, Ethan",9,1,3,1,1,8,1,0,5,3,1,5,1,0,8,0,0,3,0,0,73,0,0,0,1,1
"Rioli, Daniel",8,3,8,0,1,0,2,2,2,1,3,1,1,0,6,0,0,1,1,1,81,1,0,0,0,1
"Rogers, Jake",7,1,7,1,0,0,2,0,2,1,1,0,0,0,6,0,0,1,0,1,75,0,0,0,1,1
"Rowell, Matt",12,1,14,1,1,0,7,0,8,11,4,3,2,3,15,0,0,0,0,1,81,0,1,0,0,1
"Uwland, Bodhi",7,3,5,0,0,0,0,2,2,0,3,1,2,0,2,0,0,3,1,0,82,1,0,0,0,1
"Walter, Jed",4,3,4,1,1,0,1,0,1,0,2,1,1,0,4,1,2,3,0,0,59,0,0,0,1,1
"Weller, Lachie",6,2,8,1,1,0,0,2,1,1,2,0,0,0,6,0,0,1,0,0,84,0,0,0,0,1
"Witts, Jarrod",5,0,7,0,0,38,4,0,3,5,2,5,1,0,8,0,0,3,0,1,81,0,0,1,0,1
"Carroll, Matt",12,8,0,0,0,0,2,2,2,1,2,0,0,0,1,0,0,0,0,0,83,0,0,0,0,1
"Cerra, Adam",10,5,17,0,0,0,5,0,4,8,1,2,0,0,14,0,0,3,0,2,78,0,1,0,0,1
"Cottrell, Matthew",17,8,2,0,2,0,0,1,10,0,1,1,0,0,2,0,2,1,0,2,86,0,0,0,1,1
"Cripps, Patrick",11,3,12,3,3,2,0,0,4,6,2,1,2,2,13,2,2,1,0,1,81,0,1,0,0,1
"Curnow, Charlie",13,9,1,2,4,0,1,0,4,0,2,0,1,0,6,3,3,1,0,0,81,0,0,0,1,1
"De Koning, Tom",6,3,8,0,0,22,3,0,4,3,2,1,1,0,6,0,0,4,0,0,81,0,0,1,0,1
"Docherty, Sam",11,6,11,1,0,0,2,1,1,2,2,0,0,0,4,0,1,0,0,0,81,0,0,0,0,1
"Durdin, Corey",8,5,3,4,1,0,2,0,4,1,0,0,0,0,3,0,2,1,1,0,83,0,0,0,1,1
"Fogarty, Lachie",6,3,6,1,1,0,4,1,2,0,1,1,1,0,6,1,1,0,0,0,83,0,0,0,1,1
"Haynes, Nick",16,10,5,0,0,0,0,3,2,0,1,2,0,0,7,2,0,1,0,0,84,1,0,0,0,1
"Hewett, George",17,8,22,0,0,0,1,1,7,8,3,1,1,3,13,1,0,2,2,1,80,0,1,0,0,1
"Hollands, Oliver",13,10,4,0,0,0,3,3,4,0,4,0,2,0,2,0,0,2,0,2,81,1,0,0,0,1
"Kemp, Brodie",4,2,6,0,1,0,2,0,2,0,2,0,1,0,4,0,1,0,0,2,64,0,0,0,1,1
"Lord, Cooper",9,5,6,1,0,0,1,1,6,1,3,0,0,0,3,0,0,1,0,1,64,0,0,0,1,1
"McGovern, Mitch",20,7,3,1,0,0,2,7,1,0,2,2,1,0,3,0,0,3,2,0,87,1,0,0,0,1
"McKay, Harry",2,0,2,0,1,2,0,0,0,1,2,0,0,0,4,0,0,0,0,0,11,0,0,0,1,1
"Motlop, Jesse",11,4,6,0,1,0,3,0,1,3,3,1,1,0,6,0,1,0,2,1,81,0,0,0,1,1
"Saad, Adam",19,7,6,0,0,0,0,3,7,1,1,1,0,0,6,0,0,0,2,0,78,1,0,0,0,1
"Silvagni, Jack",12,7,3,0,0,0,0,1,1,0,1,1,1,0,6,2,0,6,1,0,93,1,0,0,0,1
"Walsh, Sam",13,6,24,3,0,0,1,1,4,5,3,2,1,1,11,0,2,0,1,0,84,0,1,0,0,1
"Weitering, Jacob",12,7,3,0,0,0,0,2,0,0,2,3,1,0,9,2,0,4,0,0,94,1,0,0,0,1
"White, Will",9,6,6,1,1,0,2,0,0,0,3,0,1,0,3,0,5,1,0,2,84,0,0,0,1,1
"Williams, Zac",9,7,5,0,2,0,1,1,3,0,3,1,0,0,4,1,3,2,0,1,79,0,0,0,1,1
"Allen, Oscar",6,4,2,1,0,0,2,0,4,0,3,2,1,0,2,0,1,3,0,0,87,0,0,0,1,0
"Baker, Liam",10,6,13,0,1,0,3,4,3,2,5,1,2,0,4,0,0,1,2,0,83,0,1,0,0,0
"Brock, Sandy",4,5,3,0,0,0,1,3,0,0,2,0,0,0,2,0,0,4,0,0,91,1,0,0,0,0
"Cripps, Jamie",9,7,3,1,1,0,2,0,3,0,0,0,0,0,1,0,2,1,1,0,82,0,0,0,1,0
"Davis, Hamish",2,2,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
"Dewar, Tyrell",4,2,7,0,0,0,0,2,3,1,4,0,1,0,5,0,0,0,1,1,82,1,0,0,0,0
"Duggan, Liam",16,7,3,0,0,0,4,8,1,0,3,0,1,0,4,1,0,1,1,0,86,1,0,0,0,0
"Edwards, Harry",7,5,2,0,0,0,1,4,1,0,1,0,0,0,4,1,0,9,0,0,84,1,0,0,0,0
"Ginbey, Reuben",7,3,4,0,0,0,4,4,0,0,5,1,0,0,4,0,0,3,2,0,88,1,0,0,0,0
"Graham, Jack",12,5,8,0,1,0,9,1,4,2,2,1,2,0,3,0,0,2,0,1,85,0,0,0,0,0
"Gross, Tom",12,4,6,0,1,0,3,2,4,2,3,2,1,0,6,0,1,1,3,1,79,0,0,0,0,0
"Hall, Clay",4,1,8,0,0,0,3,2,2,0,3,0,2,0,3,0,0,0,0,0,79,0,0,0,0,0
"Hough, Brady",6,5,6,0,0,0,0,2,0,1,1,1,1,0,2,0,0,2,1,0,87,1,0,0,0,0
"Hunt, Jayden",10,3,6,0,0,0,1,3,2,1,3,0,1,0,4,0,0,0,0,0,83,1,0,0,0,0
"Hutchinson, Jack",5,1,7,0,1,0,4,2,0,4,3,2,1,0,7,0,0,0,0,0,77,0,0,0,0,0
"Maric, Ryan",20,4,1,0,0,0,1,7,0,0,2,0,0,0,1,0,0,0,1,0,80,1,0,0,0,0
"Owies, Matthew",6,2,4,1,2,0,1,0,0,0,1,1,1,0,6,0,1,3,0,0,70,0,0,0,1,0
"Reid, Archer",3,3,2,1,0,2,1,0,0,0,0,0,0,0,2,1,2,1,0,0,69,0,0,0,1,0
"Reid, Harley",11,2,5,0,0,0,3,7,2,2,2,2,0,0,6,0,0,2,1,1,84,0,1,0,0,0
"Ryan, Liam",10,3,2,2,2,0,2,0,2,1,3,2,3,0,6,0,2,0,1,0,85,0,0,0,1,0
"Waterman, Jake",10,12,2,0,3,0,0,0,3,0,1,0,1,0,0,0,3,0,0,1,82,0,0,0,1,0
"Williams, Bailey",1,1,6,0,0,23,1,1,0,1,1,0,1,0,3,0,0,0,0,0,79,0,0,1,0,0
"Williams, Jack",2,0,1,0,1,7,0,1,0,1,1,0,1,0,2,0,0,1,0,0,46,0,0,0,0,0
"Bramble, Lachlan",14,4,8,1,0,0,2,3,4,0,2,2,0,0,2,0,0,0,1,1,81,1,0,0,0,0
"Cleary, Luke",7,3,5,0,1,0,2,2,1,0,2,1,1,0,4,0,0,7,0,1,84,1,0,0,0,0
"Dale, Bailey",14,4,7,0,0,0,0,5,0,0,2,0,0,0,7,0,0,1,0,0,85,1,0,0,0,0
"Darcy, Sam",9,8,7,2,3,1,0,0,3,5,1,1,0,0,11,4,5,1,0,1,84,0,0,0,1,0
"Davidson, Sam",6,4,8,1,0,0,2,1,1,2,2,0,1,0,5,0,0,0,0,1,68,0,0,0,0,0
"Dolan, Josh",5,1,6,1,1,0,2,0,3,0,1,0,1,0,3,0,0,0,0,0,68,0,0,0,1,0
"English, Tim",11,6,7,0,0,32,0,1,7,2,2,1,0,0,10,3,0,1,0,0,87,0,0,1,0,0
"Freijah, Joel",9,3,8,1,3,0,0,1,2,1,2,0,0,0,4,0,1,0,0,0,86,0,0,0,1,0
"Harmes, James",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Hynes, Cooper",1,1,2,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,1,60,0,0,0,1,0
"Johannisen, Jason",7,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,74,1,0,0,0,0
"Jones, Liam",7,3,3,0,0,0,1,3,0,0,3,0,1,0,3,0,0,8,1,0,100,1,0,0,0,0
"Kennedy, Matthew",18,2,9,1,0,0,4,3,6,6,12,1,4,0,10,0,0,4,0,0,79,0,1,0,0,0
"Khamis, Buku",6,4,6,0,0,0,2,1,0,1,1,1,0,0,6,0,0,10,1,0,82,1,0,0,0,0
"Liberatore, Tom",10,2,14,0,0,0,5,1,3,9,0,1,0,0,14,0,0,1,0,2,82,0,1,0,0,0
"Lobb, Rory",10,6,9,0,0,1,4,7,0,0,1,0,1,0,6,1,0,5,0,0,100,1,0,0,0,0
"McNeil, Lachlan",14,2,4,1,0,0,4,0,2,0,4,4,1,0,7,0,0,0,0,2,78,0,0,0,1,0
"Naughton, Aaron",7,6,1,3,1,0,1,0,1,0,0,0,0,0,1,1,3,2,0,0,85,0,0,0,1,0
"ODonnell, James",6,3,1,0,0,0,2,0,4,0,2,0,0,0,1,0,0,0,0,1,79,1,0,0,0,0
"Richards, Ed",16,3,13,0,0,0,3,0,8,8,2,0,1,2,14,0,0,0,1,2,82,0,1,0,0,0
"Sanders, Ryley",6,4,16,1,0,0,3,3,2,2,2,0,0,0,5,0,0,1,0,1,85,0,0,0,0,0
"West, Rhylee",12,4,12,1,3,0,1,0,4,4,2,1,0,0,10,0,0,1,0,1,83,0,0,0,1,0
"Williams, Bailey",9,3,10,1,1,0,1,1,1,1,0,1,0,0,6,0,0,0,3,1,86,0,0,0,0,0
"Ah Chee, Callum",8,6,14,2,0,0,4,0,0,0,3,1,1,0,12,1,2,1,0,3,84,0,0,0,1,1
"Andrews, Harris",13,11,1,0,0,0,1,0,1,0,1,0,0,0,7,5,0,4,0,0,92,1,0,0,0,1
"Answerth, Noah",9,5,3,0,0,0,2,3,1,0,1,1,1,0,4,0,0,6,0,0,80,1,0,0,0,1
"Ashcroft, Levi",16,6,6,1,1,0,2,0,6,2,3,1,0,0,4,0,0,0,0,2,76,0,0,0,0,1
"Ashcroft, Will",14,1,17,0,0,0,5,1,3,7,1,2,0,1,11,0,0,0,0,0,80,0,1,0,0,1
"Bailey, Zac",16,5,4,3,2,0,2,1,4,3,1,1,0,0,6,0,3,0,2,1,84,0,0,0,1,1
"Berry, Jarrod",12,5,7,0,0,0,5,6,1,1,2,1,0,0,6,0,0,0,0,0,84,1,0,0,0,1
"Cameron, Charlie",6,4,2,0,3,0,7,0,1,0,1,0,0,0,1,0,3,2,0,1,78,0,0,0,1,1
"Day, Sam",6,6,1,0,1,10,3,0,4,0,1,0,1,0,0,0,1,0,0,0,67,0,0,0,1,1
"Dunkley, Josh",10,4,12,0,0,0,8,1,0,5,4,0,0,0,10,0,1,1,0,1,78,0,1,0,0,1
"Fletcher, Jaspa",18,6,7,0,0,0,3,1,2,1,2,0,0,0,6,0,0,1,0,0,84,1,0,0,0,1
"Hipwood, Eric",11,5,1,5,0,0,2,0,6,0,1,1,1,0,5,3,2,1,0,1,82,0,0,0,1,1
"Lester, Ryan",8,3,6,0,0,0,0,3,2,0,0,0,0,0,2,0,0,3,0,0,90,1,0,0,0,1
"McCluggage, Hugh",15,3,17,0,1,0,6,1,6,6,2,1,1,0,10,0,0,1,0,2,80,0,1,0,0,1
"McInerney, Oscar",4,0,4,0,0,43,2,0,2,4,5,0,3,0,6,0,0,3,0,0,81,0,0,1,0,1
"McLachlan, Will",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1
"Morris, Logan",9,4,6,4,0,0,1,0,3,0,1,1,1,0,6,2,1,1,0,2,80,0,0,0,1,1
"Neale, Lachie",14,7,14,0,0,0,2,1,3,11,8,0,2,0,14,0,1,4,0,0,88,0,1,0,0,1
"Payne, Jack",9,5,7,0,0,0,2,3,2,0,2,0,0,0,5,1,0,9,0,0,94,1,0,0,0,1
"Rayner, Cam",8,3,6,2,1,0,1,0,3,2,2,0,1,0,6,1,1,0,0,1,90,0,0,0,1,1
"Reville, Bruce",8,4,6,0,0,0,2,3,0,1,3,0,1,0,1,0,0,0,0,0,47,0,0,0,0,1
"Wilmot, Darcy",11,3,5,1,0,0,1,3,2,1,2,0,0,0,4,1,0,2,1,0,83,1,0,0,0,1
"Zorko, Dayne",20,6,3,0,0,0,2,10,2,0,2,1,1,3,3,0,0,0,2,0,76,1,0,0,0,1
"Bowey, Jake",18,6,5,0,0,0,2,2,3,4,3,0,0,0,9,0,0,1,0,0,83,1,0,0,0,0
"Chandler, Kade",7,3,4,0,0,0,6,1,3,0,0,1,0,0,5,0,0,0,0,0,93,0,0,0,1,0
"Fritsch, Bayley",6,4,4,2,0,0,5,0,2,0,1,2,0,0,3,0,1,1,0,0,84,0,0,0,1,0
"Gawn, Max",7,4,15,0,0,49,2,1,3,8,3,1,1,0,17,2,0,8,0,0,82,0,0,1,0,0
"Henderson, Jack",1,1,3,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,46,0,0,0,1,0
"Langdon, Ed",19,12,6,1,0,0,1,5,6,3,1,1,1,0,7,0,2,2,0,0,100,1,0,0,0,0
"Langford, Harvey",11,5,12,0,0,0,1,1,2,3,5,1,0,0,8,0,0,0,0,0,73,0,0,0,0,0
"Lindsay, Xavier",8,5,6,0,1,0,0,1,1,0,1,0,1,0,2,0,0,4,0,0,64,0,0,0,0,0
"May, Steven",9,3,3,0,0,0,1,3,1,0,2,1,0,0,4,0,0,3,0,0,92,1,0,0,0,0
"McDonald, Tom",8,4,7,0,0,0,2,1,1,1,2,1,1,0,4,0,0,3,0,0,100,1,0,0,0,0
"Melksham, Jake",5,3,2,0,0,0,2,0,3,0,0,1,0,0,4,1,0,1,2,2,76,0,0,0,1,0
"Oliver, Clayton",6,2,18,0,1,0,9,1,2,6,5,1,0,0,12,0,0,1,0,0,81,0,1,0,0,0
